ID,Time,IPC∑÷¿‡
PAT39832,2003,"C08L83/04, G03F7/11, G03F7/004, G03F7/038, G03F7/075, G03F7/09, H01L21/027"
PAT39833,2002,"G03F7/20, H01L21/027"
PAT39834,2004,"G03F7/20, H01L21/027"
PAT39835,2004,"G03F7/20, H01L21/027"
PAT39836,2004,"G03F7/20, H01L21/027"
PAT39837,2004,"G02F1/13, G03F7/20, G02F1/1333, G02F1/1335, G03F9/00, G09F9/00, G09F9/30, H01J37/08, H01L21/027"
PAT39838,2004,"G03F7/207, H01L21/027, G03F7/20"
PAT39839,2005,G03F9/00
PAT39840,2003,"C25D7/12, H01L23/02, H01L21/44, H01L21/60, H01L23/485"
PAT39841,2004,"H01L21/28, H01L29/861, H01L21/02, H01L29/66"
PAT39842,2001,"B41C1/10, G03F7/004, B41C1/055, B41M5/36, B41N1/14, C08L101/12, C08L101/14, G03F7/00, G03F7/032"
PAT39843,2001,"G03F7/11, B41C1/10, B41N3/03, G03F7/022"
PAT39844,2003,"B08B7/00, G03F1/00, G03F7/20"
PAT39845,1996,"G01N27/06, G03F7/30"
PAT39846,1996,"B65B69/00, G03F7/20, B65B17/00, B65G59/02, B65G59/04"
PAT39847,1999,"G03F7/039, G03F7/00, G03F7/032"
PAT39848,2002,"G03F7/004, G03F7/028, B41N1/14, C09B23/00, C09B57/00, C09B69/02, C09B69/04, G03F7/00, G03F7/038"
PAT39849,2003,"G01F9/00, G03F1/14, G03F7/20"
PAT39850,2004,"G03F9/00, G03C5/00, G03F1/00"
PAT39851,2004,"G03F9/00, G03C5/00, G03F7/20"
PAT39852,2003,"G03F7/004, B41C1/10, B41N1/14, G03F7/00, G03F7/11"
PAT39853,2004,"H01L21/02, G09F9/30, H01L21/336, H01L21/30, H01L21/77, H01L21/84, H01L27/12, H01L29/786"
PAT39854,2004,"G03F7/11, H01L21/4763, G03F7/09, G03F7/40, H01L21/027, H01L21/28, H01L21/314, H01L21/318, H01L21/336, H01L29/78"
PAT39855,2004,"G03B27/52, G02B7/00, G03F7/20, H01L21/027"
PAT39856,2004,"G03B27/42, H01L21/677, G03B27/72, G03F7/20, H01L21/027, H01L21/68"
PAT39857,2003,"G03B27/54, G02B5/10, G02B17/06, G03B27/72, G03F7/20"
PAT39858,2003,"G01B9/00, G01M11/02, G03F7/20, H01J37/153, H01J37/305, H01L21/027"
PAT39859,2002,"G06F17/50, G03F1/84, G06K9/00, G06T7/00"
PAT39860,2005,"G03C1/76, G03F7/004, G03F7/038, G03F7/039, G03F7/20, G03F7/26, H01L21/027"
PAT39861,2005,H01L21/00
PAT39862,2005,H01L21/00
PAT39863,2004,"G03F7/20, H01L21/027"
PAT39864,2005,"G03F7/20, H01L21/027"
PAT39865,2005,"G02B19/00, G03F7/20, H01L21/027"
PAT39866,2005,"G03F7/20, H01L21/027"
PAT39867,2005,"G03F7/20, H01L21/027"
PAT39868,2001,"H01L23/50, H01L21/60, H01L23/31, H01L23/495"
PAT39869,2004,"G03F7/20, G21K1/06, H01L21/027"
PAT39870,2002,"B41C1/10, G03F7/004, B41C1/055, B41N1/14, G03F7/00, G03F7/11, G03F7/36"
PAT39871,2005,H01L21/336
PAT39872,2002,"B01D53/00, G01N30/00, G01N1/02, B01D53/22, B01J20/281, B01J20/285, G01N1/00, G01N1/22, G01N30/86, G01N30/88, H01L21/00"
PAT39873,2004,"B41C1/10, G03F7/00, B41M5/36, G03F7/004, G03F7/032, G03F7/11"
PAT39874,2002,"B41N3/08, B41C1/10, G03F7/004, B41M5/36, B41N1/14, G03F7/00, G03F7/38"
PAT39875,2004,"G03F1/14, A47G1/12, B44F1/00, G03F1/62, G03F1/64, G03F9/00, H01L21/027"
PAT39876,2004,"G03F7/00, H01L21/027, B32B9/00, B32B9/04, G02B1/10, G02B13/14, G03F7/20"
PAT39877,2003,"G03F7/20, G03F9/00, G06F9/00, H01L21/027, H01S3/134, H01S3/225"
PAT39878,2004,"G03F7/20, H01L21/00, H01L21/027"
PAT39879,2001,"H01L21/027, G03F7/20, G03F9/00"
PAT39880,2002,"H01L21/28, H01L21/02"
PAT39881,2002,"H01L21/66, G03F7/20, H01L21/027"
PAT39882,2001,G03F7/20
PAT39883,2000,"G03F1/00, G03F7/20, H01L21/027"
PAT39884,2002,"B41C1/10, B41C1/055, G03F7/038, B41N1/14, G03F7/00, G03F7/004"
PAT39885,2002,"B41C1/10, G03F7/004, B41N1/14, C08J7/04, C08K3/00, C08K5/00, C08K9/04, C08L101/10, G03F7/00, G03F7/075"
PAT39886,2003,"B41N1/08, G03F7/004, B41C1/10, B41N1/14, G03F7/00, G03F7/11"
PAT39887,2002,"G03F7/004, C08F290/06, G03F7/00, G03F7/033"
PAT39888,2002,"B41N1/14, G03F7/004, G03F7/00"
PAT39889,2005,"B41C1/10, B41M5/36, B41N1/14, G03F7/033, G03F7/038"
PAT39890,2003,"H01L21/8247, H01L29/788, H01L29/792, H10B69/00"
PAT39891,2005,"G03F7/20, G02B3/00, G03B27/42, G03B27/54, H01L21/027"
PAT39892,2004,"G02B3/00, G03F7/20, H01L21/027"
PAT39893,2004,"B01D61/02, B01D61/24, C02F1/04, C02F1/28, C02F1/32, C02F1/42, C02F1/44, G03F7/20, H01L21/027"
PAT39894,2004,G03F7/20
PAT39895,2005,H01L21/027
PAT39896,2005,"G03F7/039, B41C1/10, B41M5/30"
PAT39897,2005,"G03F9/00, G03F1/00, G03F1/36, G06F17/50"
PAT39898,2003,"C09K11/00, H01J9/227, H01L27/32, H01L51/40, H01L51/56"
PAT39899,2004,"G03F7/004, B41C1/10, G03F7/32, G03F7/00, G03F7/30"
PAT39900,2004,"H01L21/428, G03F7/20, G21K1/06, G21K5/00, G21K5/04"
PAT39901,2004,"H01J37/304, G03F1/14, G03F7/20"
PAT39902,2003,"G03B27/42, G06F7/20, G03F7/20, H01L21/027"
PAT39903,2004,"G03B27/42, G03F7/20, H01L21/027"
PAT39904,2004,"G03B27/42, G03B27/54, G03F7/20, H01L21/027"
PAT39905,2003,"G01N21/88, G03F1/08, G03F7/20, G03F9/00, H01L21/027"
PAT39906,2005,G03F7/00
PAT39907,2003,"G03F7/004, C11D1/00, C23G1/02, G03F, G03F7/42, H01L21/027"
PAT39908,2002,"G03F7/20, G03F9/00, H01L21/027"
PAT39909,2004,"G06F15/00, G08C19/00, G06F11/30, G08C17/00, H01L21/673, H01L21/68"
PAT39910,2004,"H01L21/027, G03F7/20"
PAT39911,2005,"H01L29/786, G02F1/1362"
PAT39912,2001,"G03F7/20, G03F1/00, G03F1/14"
PAT39913,2001,"B41N1/14, B41C1/10, G03F7/00"
PAT39914,2003,"B41N3/08, G03F7/00, G03F7/32"
PAT39915,2003,"H01L27/14, H01L27/146, H01L27/144, H01L31/0224, H01L31/0328, H01L31/0352, H01L31/10"
PAT39916,2003,"G03F1/00, G03F1/24, G03F7/20, H01L21/027"
PAT39917,2004,"G03F9/00, G03F7/20, H01L21/027"
PAT39918,2005,H01L21/00
PAT39919,2004,"G03F1/62, G03F1/64, G03F1/82, G03F7/20, H01L21/027"
PAT39920,2004,"B81C1/00, C25D1/00, G03F7/00"
PAT39921,2002,"G03F7/004, G03F7/038, B41C1/10, B41M5/36, C08F20/00, C08F24/00, C08F26/00, C08F28/00, C08F30/00, G03F7/00, G03F7/021, G03F7/033"
PAT39922,2003,"G03F7/20, G03F9/00, G06T11/20, G06K15/12, H01L21/027"
PAT39923,2003,"G03F7/20, G03F9/00, H01L21/027"
PAT39924,2003,"G03F7/20, G01B11/04, H01L21/027, G01B11/00, G01D5/38, G02B5/18, G03F9/00"
PAT39925,2003,"H01L21/027, G03F7/00, H01L21/02"
PAT39926,2003,"H01L27/112, H01L21/8246, H01L27/085, H01L27/088, H01L21/70, H01L21/8234, H01L21/8247, H01L27/10, H01L27/115, H01L29/66, H01L29/788, H01L29/792, H10B20/00, H10B69/00"
PAT39927,1998,"C08L101/02, G03F7/004, B41C1/055, B41C1/10, B41M5/36, B41N1/14, C07C309/29, C07C309/30, C07C309/39, C07C309/42, C07C309/51, C08F12/30, C08F20/38, C08F246/00, C09D11/00, C09D201/02, G03F7/038"
PAT39928,2004,"G03F7/20, H01L21/027, H01L21/683"
PAT39929,2001,"G03F7/20, H01L21/027"
PAT39930,2004,"H01L21/027, G03F7/20"
PAT39931,2002,"G03F7/09, B41C1/10, B41N1/14, C08F290/06, C09D5/00, C09D133/06, C09D133/14, G03F7/00, G03F7/004, G03F7/023, G03F7/033"
PAT39932,2005,"G03F7/004, B41C1/10, B41N1/14, C09K3/00, G03F7/00, G03F7/022, G03F7/033, G03F7/20"
PAT39933,2003,"H01J9/227, H01L27/32, H01L51/56"
PAT39934,2003,"G03F7/26, G03F7/20"
PAT39935,2004,"G02B3/00, G02F1/1335, H01L21/00, H05B33/02, H05B33/10, H05B33/12, H05B33/14, H05B33/22, H05B33/26, H10K99/00"
PAT39936,2004,"H02K41/00, G03F7/20, H01L21/027, H02K41/035"
PAT39937,2004,"G03B27/72, G03B27/42, H01L21/027, G03B27/54, G03F7/20"
PAT39938,2003,"G03B27/72, G03B27/42, G03B27/52, G03F7/20"
PAT39939,2004,"G03B27/58, H01L21/027, G03B27/42, G03D5/00, G03F7/20"
PAT39940,2001,"G02B5/18, G02B1/11, H01L27/146, H01L31/0232, H01L31/0236, H01L31/032, H01L31/18"
PAT39941,2005,"G03F7/00, H01L21/027"
PAT39942,2005,H01L21/027
PAT39943,2004,"G03F/, G03F7/00, G03F7/20"
PAT39944,2000,"G03F/, G03F7/20, C03C17/06, C03C17/22, C03C17/34, C03C17/36, G02B1/10, G02B5/08, G02B5/26, G02B5/28, G21K1/06, H01L21/027"
PAT39945,2002,"G03F/, G03F7/20, H01L21/027"
PAT39946,2003,"G03F/, G03F7/20, H01L21/027, H01L21/683"
PAT39947,2005,"G03F/, G03F7/20, H01L21/027"
PAT39948,2004,"H01L/, G03F9/00, H01L21/02, G03F7/20, H01L21/027"
PAT39949,2001,"H01L/, H01L21/027"
PAT39950,2005,"H01L/, H01L21/027"
PAT39951,2005,"H01L/, H01L21/68, G01B11/00"
PAT39952,2003,"H01L/, H01L21/822, H01L27/08"
PAT39953,2001,"G03F1/00, G03F7/20, G03F7/22"
PAT39954,2003,"H05G2/00, G03F7/20, G21K1/06, H05H1/00, H05H1/24, H05H1/46"
PAT39955,2001,"G03F7/00, B41K1/02, H01L21/48"
PAT39956,1999,"G03F7/11, C08F8/28, C08F16/38, C08L29/14, G03F7/004, G03F7/038, G03F7/039, G03F7/09, H01L21/027"
PAT39957,1999,H01L21/04
PAT39958,2003,"G03F1/14, G03F01/14"
PAT39959,2003,"G03F7/20, G03F07/20, H01S03/134"
PAT39960,2003,"G03F7/20, G03F07/20"
PAT39961,2003,"G03F7/20, G03F07/20, H01L21/00, H01L21/68"
PAT39962,2004,"G03F7/00, G03F07/00"
PAT39963,2003,"C11D1/72, C11D01/72, H01L21/027"
PAT39964,2004,"G03F1/14, G03F01/14"
PAT39965,2004,"G03F7/20, G03F07/20, B25J09/06, B25J09/04, B25J09/10"
PAT39966,2004,"G03F7/20, G03F07/20"
PAT39967,2003,"G03F7/20, G03F07/20"
PAT39968,2003,"G03F7/20, G03F07/20"
PAT39969,2003,"G03F9/00, G03F09/00"
PAT39970,2004,"G03F7/20, G03F07/20, G03F01/14"
PAT39971,2001,"H01L21/768, H01L23/525"
PAT39972,2001,"G03B27/54, G03F1/00, G03F7/20, H01L21/027"
PAT39973,2001,"G03F7/32, G03F7/00"
PAT39974,1999,"H01L29/43, H01L29/78, H01L21/336, H01L29/06, H01L29/10, H01L29/12, H01L29/40, H01L29/417, H01L29/423, H01L29/45, H01L29/49"
PAT39975,2001,"G01B11/00, H01L21/027, G01B15/00, G03F7/20, G03F7/213, G03F9/00"
PAT39976,2003,"H01L21/683, G03F7/20, H01L21/027, H02N13/00"
PAT39977,2004,"G21K1/06, G02B7/182, G03F7/20, H01L21/027"
PAT39978,2005,H01L27/146
PAT39979,2005,H01L27/146
PAT39980,2004,"C09D11/00, B41C1/14, B41J2/01, C09D11/02, C09D11/10, G03F1/00"
PAT39981,2003,"B05D5/12, C23C14/00, C23C18/54, H01L21/288, H01L21/768"
PAT39982,2002,"G01F9/00, G03F1/00, G03F1/36, G03F7/00, G03F7/20, G03F9/00"
PAT39983,2003,"G02F1/03, G03B27/42, G03F1/00, G03F1/32, G03F7/20, G09G3/04, H01L21/027"
PAT39984,2003,"G03F7/032, C08F2/44, G03F7/035, C08F283/00, G03F7/00, G03F7/30, G03F7/32"
PAT39985,2004,"H01L21/20, H01L27/105, G11C13/00, H01L21/8246, H01L27/115, H01L27/24, H10N50/10"
PAT39986,2003,"C08G77/14, B32B25/20, C07F7/21, G03F7/004, G03F7/075"
PAT39987,2004,"G01J1/42, G01J3/51, G21K1/02, G21K1/06, H01L21/027, H05G2/00"
PAT39988,2003,"G03B27/42, G03B27/54, G03F1/00, G03F7/00, G03F7/20"
PAT39989,2006,"G03B27/72, G03B27/42, G03B27/54, G03F7/20"
PAT39990,2005,"G06F19/00, G03F7/20, G05B13/02, G06G7/48"
PAT39991,2004,"G06F17/50, G03F1/00, G03F9/00, G06F19/00"
PAT39992,1999,"H01L21/77, H01L29/786, H01L21/84, H01L27/13"
PAT39993,2005,"G01B9/02, G03F7/20, H01L21/68, G01B11/00, H01L21/027"
PAT39994,2004,G03F7/20
PAT39995,1996,"G02B5/28, G02B5/00, G03F7/00"
PAT39996,2001,"B41C1/10, G03F7/004, B41N1/14, G03F7/00"
PAT39997,2002,"G03F7/00, G03G7/00, B41C1/10, B41M5/00, B41M5/50, B41M5/52, B41N1/08, B41N1/14, B41N3/03, G03G13/28"
PAT39998,2005,H01L29/786
PAT39999,2004,"G02B3/00, G03F7/20, G21K1/00"
PAT40000,2002,"G03F7/20, H01L21/027"
PAT40001,2002,"G02B17/00, G03F7/20, G02B17/06, G02B27/18, H01L21/027"
PAT40002,1997,"H01L21/8232, H01L21/336, H01L21/8238, H01L21/8234, H01L27/088, H01L27/092, H01L29/08, H01L29/423, H01L29/78"
PAT40003,2002,"B41N1/14, G03F7/038, B41M5/26, C08F12/32, C08F16/22, C08F20/30, C08F20/36, G03F7/00"
PAT40004,1996,"G03F7/004, G03F7/027, C08F2/46, G03F7/00, G03F7/029"
PAT40005,1996,"G03F7/004, G03F7/038, G03F7/00, G03F7/027, G03F7/029, G03F7/031, G03F7/033, G03F7/30"
PAT40006,1998,"G03F7/004, G03F7/023, G03F7/00"
PAT40007,1997,"H01L21/027, G03F7/20"
PAT40008,2005,"G01B11/00, G01B11/26, G02B5/08, G03F7/20, H01L21/027"
PAT40009,2002,"C23C14/06, G03F1/46, G03F1/50, G03F1/54, G03F7/20, H01L21/027"
PAT40010,2005,"C08L63/00, G03F7/11"
PAT40011,2005,"A61N5/00, G03F1/36, G03F1/70, H01J37/08, H01L21/027"
PAT40012,2002,"G01B/, G01B9/00, G01M11/02, G02B27/00, G03F7/20, H01L21/027"
PAT40013,2005,"G03B/, G03B27/52, H01L21/027, G03F7/20"
PAT40014,2003,"G03F/, G03F7/00, H01L21/027, G03F7/20"
PAT40015,2000,"G03F/, G03F7/11, G03F7/004, H01L21/027"
PAT40016,2002,"G03F/, G02B17/00, G03F7/20, H01L21/027"
PAT40017,2003,"G03F/, G03F7/20, G02B27/18, G03B27/42, H01L21/027"
PAT40018,2003,"G03F/, G03F7/20, G21K5/00, F28D15/02, G21K5/02, G21K5/08, H01L21/027, H05G2/00, H05H1/24"
PAT40019,2004,"G03F/, G03F7/20, H01L21/027"
PAT40020,2005,"G03F/, G03F7/20, H01L21/027"
PAT40021,2005,"G03F/, G03F7/20, H01L21/027"
PAT40022,2004,"G03F/, G03F7/26, G03F7/004, H05K3/02, H05K3/12"
PAT40023,2004,"G03F/, G03F7/11, G03F7/38, G03F7/004, G03F7/038, G03F7/075, G03F7/09, H01L21/027"
PAT40024,2003,"G03F, G03F9/00, G03F1/00, G03F7/20, H01L21/02"
PAT40025,2003,"G01F9/00, G03F1/00, G03F1/36, G03F7/20, H01L21/027"
PAT40026,2003,"H01L21/00, B01J19/00, C40B40/06, G01N33/543"
PAT40027,2003,"G01B11/02, G01B9/02, G03F7/20"
PAT40028,2001,"G01B11/28, G01N21/21, G01N21/47, G01N21/55, G01N21/63, G01N21/64, G01N21/95, G03F7/20, H01J37/317, H01L21/02, H01L21/265, H01L21/66"
PAT40029,2003,"G03F7/207, G03F7/20, H01S3/22, H01L21/027, H01S3/036, H01S3/038, H01S3/04, H01S3/041, H01S3/08, H01S3/097, H01S3/0971, H01S3/0975, H01S3/102, H01S3/104, H01S3/105, H01S3/1055, H01S3/11, H01S3/13, H01S3/134, H01S3/137, H01S3/139, H01S3/223, H01S3/225"
PAT40030,2003,"G06F17/50, G03F1/36, G03F1/68, G03F7/207, H01L21/027"
PAT40031,2005,G03F7/16
PAT40032,2004,"H01P3/08, C23C14/06, C23C14/35, H05K3/38"
PAT40033,2005,"G03F7/027, G03F7/028"
PAT40034,2001,G03F7/20
PAT40035,2002,"B32B7/02, G03F1/00, G03F1/24, G21K1/06"
PAT40036,1997,"G03F7/07, G03F7/06, G03F7/32"
PAT40037,2000,"F16F15/00, B06B1/02, B06B1/04, B06B1/06, B06B1/08, F16F15/02, F16F15/027, G03F7/20, G05D19/02, H01L21/027, H01L21/68, H04R17/08, H10N30/20, H10N30/87, H10N30/88"
PAT40038,2001,"G03F7/20, G03F9/00, G03F1/14, H01L21/027"
PAT40039,2001,"G03F7/11, B41C1/10, B41N3/03, G03F7/022"
PAT40040,2003,"G02B5/08, G02B7/18, G03F7/20, H01L21/027"
PAT40041,2004,"G01B9/02, G01B11/00, G03F7/20, H01L21/027"
PAT40042,2004,"G03F7/20, H01L21/027"
PAT40043,2005,"G02B26/08, G03F7/20, H01L21/027"
PAT40044,2002,"G02B1/10, G21K1/06, G02B5/08, G03F1/16, G03F7/20, G21K5/02, H01L21/027"
PAT40045,2003,"G03F1/14, H01L21/027, G02F1/13, B32B3/02, B32B27/00, B44F1/00, G02B1/04, G03F1/62"
PAT40046,1999,"H01L21/027, H01L21/28, H01L21/311, H01L21/318, H01L21/3205, H01L21/3213, H01L23/52, H01L29/423, H01L29/43, H01L29/49, H01L29/78"
PAT40047,2000,"H01L29/10, H01L21/265, H01L29/78, H01L21/336, H01L21/8234, H01L27/088"
PAT40048,2000,"B41C1/055, B41C1/10, B41M5/26, B41M5/36, B41M5/40, B41M5/42, B41M5/44, B41M5/46, C08F220/42, C08F220/52, C08F222/38, C09D133/14, C09D133/18, C09D133/24, G03F7/00, G03F7/11"
PAT40049,1999,"G02B17/08, G03F7/20, H01L21/027"
PAT40050,1997,"G03F7/004, C08K5/00, C08L101/00, C09B29/32, G03F7/09, G03F7/11, H01L21/027"
PAT40051,2001,"F16F15/00, B06B1/02, B06B1/04, B06B1/06, B06B1/08, F16F15/02, F16F15/027, G03F7/20, G05D19/02, H01L21/027, H01L21/68, H04R17/08, H10N30/20, H10N30/87, H10N30/88"
PAT40052,2002,"H01L21/027, C03B8/04, C03B20/00, C03C17/36, G02B5/08, G02B5/10, G02B5/26, G02B5/28, G02B17/06, G03F1/00, G03F1/24, G03F1/60, G03F7/20, G21K1/06, G21K5/02"
PAT40053,2004,"B41J2/04, B41J2/045, B41J2/055, B41J2/14, B41J2/16, H01L21/00"
PAT40054,2003,"G01F9/00, G03F1/30, G03F7/20, G03F9/00"
PAT40055,2003,"H01L21/66, G01K11/00, G01K11/12, G03F7/38"
PAT40056,2003,"H01J37/141, H01J37/10, H01J37/12, H01J37/145, H01J37/147, H01J37/153, H01J37/244, H01J37/26, H01J37/28, H01J37/305, H01J37/317, H01L21/027"
PAT40057,2003,"A61N5/00, G21K5/02, G03F7/20, H01L21/027, H05G2/00"
PAT40058,2003,"G03B27/52, G21K5/00, G03B27/42, G03B27/72, G03F7/20, G21K5/02, H01L21/027, H05H1/24"
PAT40059,2004,"G03B27/52, G03B27/42, G03F7/20, H01L21/027"
PAT40060,2004,"G03B27/62, G03F9/00"
PAT40061,2004,"G03B27/62, B31B1/60, G03B27/42, G03F9/00"
PAT40062,2005,"H01L29/786, H05B33/00"
PAT40063,2003,H01L33/00
PAT40064,2002,"H01L21/336, H01L21/265, H01L21/8234, H01L29/78, H01L27/088, H01L29/10"
PAT40065,2002,"H01L21/027, G03F1/00, G03F1/24, G03F1/60, G03F7/20, G21K1/06"
PAT40066,2005,"G01J/, G01J1/10, G01B11/24, G01N21/27, G01N21/47, G01N21/95, G01N21/956, G03F7/20, H01L21/66"
PAT40067,2002,"G03F/, G03F7/20, G03F7/22, G03F7/207, G03F9/00, H01L21/027"
PAT40068,2003,"G03F/, G03F7/20, F16F15/02, H01L21/027"
PAT40069,2004,"G03F/, G03F7/20, H01L21/00, H01L21/027"
PAT40070,2005,"H01L/, H01L21/027, G03F7/20"
PAT40071,2005,H01L21/027
PAT40072,2002,"G03F1/20, G03F1/68, G03F1/70, G03F7/20, G06F17/50, H01J37/302, H01L21/027"
PAT40073,2002,"B81C1/00, G03F1/68, G03F1/72, G03F1/74, H01L21/027"
PAT40074,2001,"B41C1/10, G03F7/004, B41N1/14, G03F7/00, G03F7/027, G03F7/11"
PAT40075,2005,"G03F7/20, H01L21/027"
PAT40076,2000,H01L29/786
PAT40077,2002,"G03F7/20, G03H1/08, G03F1/08, G02B5/32, G11B7/0065, G11B7/09, G11B7/125, G11B7/135, H01L21/027"
PAT40078,2003,"G03F7/20, H01L21/027, H01L21/68, G02B1/10, G02B1/11, G02B5/08, G02B5/26, G02B5/28, G21K1/06, G21K5/00, G21K5/02"
PAT40079,2003,"H01L21/00, H01L21/027, H01L21/82, G03F1/00, G03F1/32, G03F1/68, G03F1/70, G06F9/45, G06F17/50"
PAT40080,1999,G03F7/20
PAT40081,2001,G03F9/00
PAT40082,2003,"B41N3/03, G03F7/004, B41C1/10, B41N1/08, B41N1/14, G03F7/00, G03F7/11"
PAT40083,2003,"B41N3/03, G03F7/09, B41N1/08, C23C28/04, C25D11/18, G03F7/00, G03F7/11"
PAT40084,2001,"H01B1/22, H05K3/12, B05D5/12, B22F1/052, B22F1/10, C08K3/08, C08L23/26, C23C18/06, C23C18/08, H01B1/00, H01B13/00, H01L23/14, H05K1/09"
PAT40085,1999,G03F7/20
PAT40086,1999,"H01L21/027, G03F7/20, G03F7/23"
PAT40087,2001,"G03F7/22, G03F7/20, H01L21/027, G03F9/00"
PAT40088,2001,"G03F7/038, B41C1/055, B41N1/14, C08F8/00, G03F7/00, G03F7/004"
PAT40089,1999,"G03F7/20, H01L21/027"
PAT40090,1998,"G03F7/00, B41C1/10, G03F7/004, B41M5/26, B41M5/36, B41N1/14, C08J3/07, C08J3/12, G03F1/00, G03F7/11"
PAT40091,1999,"G03F7/029, C08F2/50, G03F7/00, G03F7/004, G03F7/028"
PAT40092,2002,"H03H3/02, G03F1/00, G03F1/70, G03F7/20"
PAT40093,2004,"G03F9/00, G03F1/30, G03F1/36, G03F7/20"
PAT40094,2002,"G03F9/00, G03F1/24, G03F7/20"
PAT40095,2002,"G03F7/09, B41C1/10, B41N3/03"
PAT40096,2002,"H01L21/00, G03F1/00, G03F1/34, G03F7/00, G03F7/09"
PAT40097,2003,"G03B27/54, G03B27/42, G03F7/20"
PAT40098,2004,"G03F7/20, G03B27/54, G03F9/00, H01L21/027, H01L21/301, H01L23/544"
PAT40099,2004,"G03B27/54, G02B26/08, G03B27/32, G03B27/42, G03B27/52, G03F7/20, H01L21/027"
PAT40100,2004,"G03B27/62, H01L21/683, G03B27/58, G03F7/20, H01L21/027, H01L21/68"
PAT40101,2004,H01L21/027
PAT40102,1999,"G21K5/00, G03F7/20, G21K1/06"
PAT40103,2004,"G03F1/00, G03F1/70, G03F7/00, G03F7/20, G03F9/00, G06F17/00, G06F17/50, H01L21/027"
PAT40104,2005,"G03F7/32, B41C1/10"
PAT40105,2002,"G03F7/11, G03F7/36, G03F7/20, G03F7/40, H01L21/027, H01L21/28, H01L21/3065, H01L21/308, H01L21/311, H01L21/60, H01L21/768"
PAT40106,2001,"G02B1/10, G21K5/00, B08B17/02, G02B5/08, G02B5/26, G02B5/28, G03F1/24, G03F7/20, G21K1/06, G21K5/02, H01L21/027"
PAT40107,2002,"G03F7/20, H01L21/027, H02P5/00"
PAT40108,2003,"G02B13/00, G02B13/14, G02B3/00, G02B9/00, G02B11/16, G02B13/18, G02B13/22, G02B13/24, G02B17/08, G02B19/00, G03F7/20, H01L21/027"
PAT40109,1999,"G03F7/20, H01L21/027"
PAT40110,1999,"G03F7/20, H01L21/027"
PAT40111,2004,"G03F7/20, H01L21/027, H01L21/683"
PAT40112,2003,"G03F7/20, G03F7/00, H01L21/027, H01L21/68, B23Q1/58, B23Q11/00, F16F15/02"
PAT40113,2001,"H05B33/10, H01L51/50, H05B33/12, H05B33/14, H05B33/22"
PAT40114,1997,"B41C1/055, G03F7/039, B41N1/14, G03F7/36"
PAT40115,1997,"G03F7/00, G03F7/004, B41C1/06, B41C1/10, B41N1/14, G03F7/027, G03F7/09, G03F7/34"
PAT40116,1998,"G03F7/039, B41N1/14, G03F7/00, G03F7/004"
PAT40117,2000,"G03F1/14, H01L21/027, G03F7/20, H01L21/68"
PAT40118,2001,"G03F7/00, G03F7/032, G03F7/033"
PAT40119,1999,"B65D85/00, G03C8/06, G03F7/07"
PAT40120,2005,"B41N1/14, G03F7/00, G03F7/004, G03F7/075"
PAT40121,2004,"H01L21/68, H01L21/027"
PAT40122,2004,H01L21/027
PAT40123,2004,"G03F/, G02B5/02, G03F1/00, G02B1/11, G02B5/00, G02B5/08, G03F7/20, H01L21/027"
PAT40124,2003,"G03F/, B32B3/02, B32B27/00, B44F1/00, G02B1/04, G02F1/13, G03F1/62, H01L21/027"
PAT40125,2003,"G03F/, G03F7/00, G03F7/20, H01L21/00, H01L21/027"
PAT40126,2004,"G03F/, G03F7/20, H01L21/027"
PAT40127,2004,"G03F, G03F7/20, G03F1/22, G03F7/09, G03F7/11, H01L21/027"
PAT40128,2004,"G03F/, G03F7/20, G02F1/03, H01L21/027"
PAT40129,2005,"G03F/, G03F7/20, H01L21/027, G03B27/52"
PAT40130,2005,"G03F/, G03F7/20, H01L21/027"
PAT40131,2005,"G03F/, G03F7/20"
PAT40132,2005,"H01L/, H01L21/28, G03F7/20, H01L21/027"
PAT40133,2003,"H01L/, H01L21/3205, H01L23/12, H01L21/768, H01L23/522, H01L23/532"
PAT40134,2004,"H01L/, H01L21/66, G03F7/20, G03F9/00"
PAT40135,2000,"H01L21/302, H01L21/02, H01L21/3065, H01L21/70, H10B12/00, H10B20/00"
PAT40136,2001,"G01B17/00, H01L21/027, G01B17/02, G03F7/20, G03F7/22, G03F9/00"
PAT40137,2004,"G03F7/207, G03F7/20, G03F9/00, H01L21/027"
PAT40138,2004,"G02B26/08, G02B5/10, G03F7/20, H01L21/027"
PAT40139,2003,"G21K1/00, G03F7/20, G21K3/00, G21K5/00, G21K5/02, H01L21/027"
PAT40140,2004,"G02F1/13, G03F1/84, G03F7/20, H01L21/027, H01L21/28, H01L21/3205, H01L21/768, H01L23/52, H01L23/522"
PAT40141,2002,"G03F7/20, G03F07/20"
PAT40142,2004,"G03F7/20, G03F07/20"
PAT40143,2002,"G03F7/20, G03F07/20"
PAT40144,2002,"G03F7/20, G03F07/20"
PAT40145,2003,"G03F7/20, H05G02/00, G03F07/20"
PAT40146,2003,"G03F7/20, G03F07/20"
PAT40147,2003,"G01F9/00, G02B5/08, B32B9/00, B32B17/06, G03F1/00, G03F1/24, G03F1/60, H01L21/027"
PAT40148,2003,"G03C1/76, B41C1/10, G03F7/038, G03F7/11, G03F7/20"
PAT40149,2003,"G03C5/00, G03F7/22, G03F7/20, H01J37/317"
